date,period,year,quarter,series,region,property_type,pct_1m,pct_12m,pct_3m,index
2012-05-01,2012-05,2012,2012Q2,Dublin - houses,Dublin,Houses,0.1,-15.9,1.0,64.7
2012-05-01,2012-05,2012,2012Q2,Dublin City - houses,Dublin City,Houses,0.5,-19.9,-1.1,59.9
2012-05-01,2012-05,2012,2012Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.0,-16.3,-0.7,62.8
2012-05-01,2012-05,2012,2012Q2,Fingal - houses,Fingal,Houses,-1.5,-18.7,-0.5,67.8
2012-05-01,2012-05,2012,2012Q2,Mid-East - houses,Mid-East,Houses,-0.3,-21.6,-3.5,71.8
2012-05-01,2012-05,2012,2012Q2,Mid-West - houses,Mid-West,Houses,0.3,-17.2,-3.2,104.9
2012-05-01,2012-05,2012,2012Q2,Midland - houses,Midland,Houses,0.3,-12.8,2.1,96.6
2012-05-01,2012-05,2012,2012Q2,National - all residential properties,National,All residential,-0.4,-17.1,-1.4,75.0
2012-05-01,2012-05,2012,2012Q2,National - apartments,National,Apartments,-1.4,-23.3,-5.3,69.1
2012-05-01,2012-05,2012,2012Q2,National - houses,National,Houses,-0.3,-16.5,-1.0,75.5
2012-05-01,2012-05,2012,2012Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.7,-17.6,-2.9,88.1
2012-05-01,2012-05,2012,2012Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,-1.4,-24.7,-4.1,86.3
2012-05-01,2012-05,2012,2012Q2,National excluding Dublin - houses,National excluding Dublin,Houses,-0.6,-17.2,-2.6,88.2
2012-05-01,2012-05,2012,2012Q2,South Dublin - houses,South Dublin,Houses,-0.4,-18.4,-2.2,65.3
2012-05-01,2012-05,2012,2012Q2,South-East - houses,South-East,Houses,-0.4,-15.5,-0.9,87.5
2012-05-01,2012-05,2012,2012Q2,South-West - houses,South-West,Houses,-1.5,-14.5,-5.4,85.3
2012-05-01,2012-05,2012,2012Q2,West - houses,West,Houses,-3.4,-17.7,-6.3,100.9
2012-06-01,2012-06,2012,2012Q2,Border - houses,Border,Houses,-3.3,-21.0,-4.0,107.8
2012-06-01,2012-06,2012,2012Q2,Dublin - all residential properties,Dublin,All residential,0.5,-14.9,0.1,65.1
2012-06-01,2012-06,2012,2012Q2,Dublin - apartments,Dublin,Apartments,-0.9,-21.0,-2.9,65.3
2012-06-01,2012-06,2012,2012Q2,Dublin - houses,Dublin,Houses,0.7,-14.2,0.4,65.1
2012-06-01,2012-06,2012,2012Q2,Dublin City - houses,Dublin City,Houses,0.1,-18.6,0.3,60.0
2012-06-01,2012-06,2012,2012Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.5,-14.4,-1.1,63.2
2012-06-01,2012-06,2012,2012Q2,Fingal - houses,Fingal,Houses,0.5,-16.7,-1.4,68.2
2012-06-01,2012-06,2012,2012Q2,Mid-East - houses,Mid-East,Houses,0.0,-20.9,-2.6,71.8
2012-06-01,2012-06,2012,2012Q2,Mid-West - houses,Mid-West,Houses,-1.6,-17.2,-3.8,103.2
2012-06-01,2012-06,2012,2012Q2,Midland - houses,Midland,Houses,-3.9,-16.6,-3.8,92.9
2012-06-01,2012-06,2012,2012Q2,National - all residential properties,National,All residential,-0.2,-16.0,-2.1,74.8
2012-06-01,2012-06,2012,2012Q2,National - apartments,National,Apartments,-1.2,-22.6,-4.1,68.2
2012-06-01,2012-06,2012,2012Q2,National - houses,National,Houses,-0.1,-15.5,-2.0,75.5
2012-06-01,2012-06,2012,2012Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.9,-17.1,-4.2,87.3
2012-06-01,2012-06,2012,2012Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,-1.9,-23.5,-6.1,84.7
2012-06-01,2012-06,2012,2012Q2,National excluding Dublin - houses,National excluding Dublin,Houses,-0.8,-16.7,-3.9,87.5
2012-06-01,2012-06,2012,2012Q2,South Dublin - houses,South Dublin,Houses,1.1,-16.0,0.0,66.0
2012-06-01,2012-06,2012,2012Q2,South-East - houses,South-East,Houses,-0.7,-16.1,-1.7,86.9
2012-06-01,2012-06,2012,2012Q2,South-West - houses,South-West,Houses,-0.6,-13.1,-4.5,84.7
2012-06-01,2012-06,2012,2012Q2,West - houses,West,Houses,0.7,-16.0,-5.3,101.6
2012-07-01,2012-07,2012,2012Q3,Border - houses,Border,Houses,-1.1,-20.5,-4.1,106.7
2012-07-01,2012-07,2012,2012Q3,Dublin - all residential properties,Dublin,All residential,2.1,-11.7,2.7,66.5
2012-07-01,2012-07,2012,2012Q3,Dublin - apartments,Dublin,Apartments,1.2,-18.6,-1.0,66.1
2012-07-01,2012-07,2012,2012Q3,Dublin - houses,Dublin,Houses,2.2,-11.0,3.0,66.6
2012-07-01,2012-07,2012,2012Q3,Dublin City - houses,Dublin City,Houses,1.4,-15.4,2.0,60.8
2012-07-01,2012-07,2012,2012Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,2.4,-10.7,2.9,64.7
2012-07-01,2012-07,2012,2012Q3,Fingal - houses,Fingal,Houses,1.2,-14.2,0.2,69.0
2012-07-01,2012-07,2012,2012Q3,Mid-East - houses,Mid-East,Houses,0.9,-17.8,0.7,72.5
2012-07-01,2012-07,2012,2012Q3,Mid-West - houses,Mid-West,Houses,-0.6,-14.8,-2.0,102.5
2012-07-01,2012-07,2012,2012Q3,Midland - houses,Midland,Houses,-2.5,-16.7,-6.0,90.5
2012-07-01,2012-07,2012,2012Q3,National - all residential properties,National,All residential,1.1,-13.3,0.5,75.6
2012-07-01,2012-07,2012,2012Q3,National - apartments,National,Apartments,0.6,-20.2,-2.0,68.6
2012-07-01,2012-07,2012,2012Q3,National - houses,National,Houses,1.0,-12.9,0.6,76.2
2012-07-01,2012-07,2012,2012Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.1,-14.8,-1.5,87.4
2012-07-01,2012-07,2012,2012Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.9,-18.0,-2.4,85.5
2012-07-01,2012-07,2012,2012Q3,National excluding Dublin - houses,National excluding Dublin,Houses,0.0,-14.6,-1.4,87.5
2012-07-01,2012-07,2012,2012Q3,South Dublin - houses,South Dublin,Houses,1.1,-14.6,1.8,66.8
2012-07-01,2012-07,2012,2012Q3,South-East - houses,South-East,Houses,-2.0,-15.7,-3.1,85.2
2012-07-01,2012-07,2012,2012Q3,South-West - houses,South-West,Houses,-0.2,-12.0,-2.3,84.6
2012-07-01,2012-07,2012,2012Q3,West - houses,West,Houses,0.4,-15.1,-2.3,102.0
2012-08-01,2012-08,2012,2012Q3,Border - houses,Border,Houses,-3.5,-18.1,-7.7,103.0
2012-08-01,2012-08,2012,2012Q3,Dublin - all residential properties,Dublin,All residential,1.2,-8.8,3.9,67.4
2012-08-01,2012-08,2012,2012Q3,Dublin - apartments,Dublin,Apartments,0.9,-17.4,1.2,66.7
2012-08-01,2012-08,2012,2012Q3,Dublin - houses,Dublin,Houses,1.3,-7.7,4.2,67.4
2012-08-01,2012-08,2012,2012Q3,Dublin City - houses,Dublin City,Houses,1.3,-12.7,2.9,61.6
2012-08-01,2012-08,2012,2012Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,2.7,-5.7,5.8,66.5
2012-08-01,2012-08,2012,2012Q3,Fingal - houses,Fingal,Houses,0.8,-11.2,2.5,69.5
2012-08-01,2012-08,2012,2012Q3,Mid-East - houses,Mid-East,Houses,1.1,-14.8,2.0,73.3
2012-08-01,2012-08,2012,2012Q3,Mid-West - houses,Mid-West,Houses,-0.5,-12.3,-2.7,102.0
2012-08-01,2012-08,2012,2012Q3,Midland - houses,Midland,Houses,-0.5,-15.6,-6.8,90.1
2012-08-01,2012-08,2012,2012Q3,National - all residential properties,National,All residential,0.2,-10.9,1.0,75.7
2012-08-01,2012-08,2012,2012Q3,National - apartments,National,Apartments,-0.4,-18.0,-1.1,68.4
2012-08-01,2012-08,2012,2012Q3,National - houses,National,Houses,0.2,-10.5,1.1,76.4
2012-08-01,2012-08,2012,2012Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.9,-12.9,-1.7,86.6
2012-08-01,2012-08,2012,2012Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,-3.6,-10.6,-4.5,82.5
2012-08-01,2012-08,2012,2012Q3,National excluding Dublin - houses,National excluding Dublin,Houses,-0.7,-13.0,-1.5,86.9
2012-08-01,2012-08,2012,2012Q3,South Dublin - houses,South Dublin,Houses,-0.4,-13.4,1.8,66.6
2012-08-01,2012-08,2012,2012Q3,South-East - houses,South-East,Houses,-0.3,-13.7,-3.0,84.9
2012-08-01,2012-08,2012,2012Q3,South-West - houses,South-West,Houses,-1.0,-12.6,-1.9,83.7
2012-08-01,2012-08,2012,2012Q3,West - houses,West,Houses,-2.0,-15.3,-1.0,99.9
2012-09-01,2012-09,2012,2012Q3,Border - houses,Border,Houses,-3.1,-17.0,-7.4,99.8
2012-09-01,2012-09,2012,2012Q3,Dublin - all residential properties,Dublin,All residential,1.2,-5.2,4.6,68.1
2012-09-01,2012-09,2012,2012Q3,Dublin - apartments,Dublin,Apartments,1.2,-13.8,3.4,67.5
2012-09-01,2012-09,2012,2012Q3,Dublin - houses,Dublin,Houses,1.2,-4.1,4.7,68.2
2012-09-01,2012-09,2012,2012Q3,Dublin City - houses,Dublin City,Houses,2.2,-8.6,5.0,63.0
2012-09-01,2012-09,2012,2012Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.9,-1.8,7.2,67.7
2012-09-01,2012-09,2012,2012Q3,Fingal - houses,Fingal,Houses,1.1,-7.4,3.1,70.3
2012-09-01,2012-09,2012,2012Q3,Mid-East - houses,Mid-East,Houses,1.0,-11.9,3.0,74.0
2012-09-01,2012-09,2012,2012Q3,Mid-West - houses,Mid-West,Houses,-0.2,-11.3,-1.3,101.8
2012-09-01,2012-09,2012,2012Q3,Midland - houses,Midland,Houses,1.9,-12.6,-1.1,91.8
2012-09-01,2012-09,2012,2012Q3,National - all residential properties,National,All residential,0.8,-8.2,2.0,76.3
2012-09-01,2012-09,2012,2012Q3,National - apartments,National,Apartments,1.2,-13.9,1.4,69.2
2012-09-01,2012-09,2012,2012Q3,National - houses,National,Houses,0.7,-8.2,1.9,76.9
2012-09-01,2012-09,2012,2012Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.5,-11.1,-0.4,87.0
2012-09-01,2012-09,2012,2012Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,2.3,-1.5,-0.4,84.4
2012-09-01,2012-09,2012,2012Q3,National excluding Dublin - houses,National excluding Dublin,Houses,0.3,-11.6,-0.5,87.1
2012-09-01,2012-09,2012,2012Q3,South Dublin - houses,South Dublin,Houses,0.0,-11.5,0.8,66.6
2012-09-01,2012-09,2012,2012Q3,South-East - houses,South-East,Houses,-1.9,-13.2,-4.1,83.3
2012-09-01,2012-09,2012,2012Q3,South-West - houses,South-West,Houses,0.8,-10.9,-0.5,84.3
2012-09-01,2012-09,2012,2012Q3,West - houses,West,Houses,-0.2,-16.4,-1.8,99.7
2012-10-01,2012-10,2012,2012Q4,Border - houses,Border,Houses,0.2,-12.6,-6.2,100.0
2012-10-01,2012-10,2012,2012Q4,Dublin - all residential properties,Dublin,All residential,0.9,-2.3,3.4,68.8
2012-10-01,2012-10,2012,2012Q4,Dublin - apartments,Dublin,Apartments,1.8,-10.7,4.0,68.7
2012-10-01,2012-10,2012,2012Q4,Dublin - houses,Dublin,Houses,0.8,-1.3,3.4,68.8
2012-10-01,2012-10,2012,2012Q4,Dublin City - houses,Dublin City,Houses,0.6,-5.7,4.2,63.4
2012-10-01,2012-10,2012,2012Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,2.9,4.0,7.8,69.7
2012-10-01,2012-10,2012,2012Q4,Fingal - houses,Fingal,Houses,1.0,-5.8,2.9,70.9
2012-10-01,2012-10,2012,2012Q4,Mid-East - houses,Mid-East,Houses,0.9,-8.1,3.0,74.7
2012-10-01,2012-10,2012,2012Q4,Mid-West - houses,Mid-West,Houses,-1.1,-11.8,-1.8,100.7
2012-10-01,2012-10,2012,2012Q4,Midland - houses,Midland,Houses,-1.9,-12.8,-0.6,90.0
2012-10-01,2012-10,2012,2012Q4,National - all residential properties,National,All residential,0.3,-6.2,1.3,76.6
2012-10-01,2012-10,2012,2012Q4,National - apartments,National,Apartments,1.4,-10.3,2.2,70.1
2012-10-01,2012-10,2012,2012Q4,National - houses,National,Houses,0.2,-6.3,1.2,77.1
2012-10-01,2012-10,2012,2012Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.3,-9.8,-0.7,86.8
2012-10-01,2012-10,2012,2012Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.7,4.6,-0.6,85.0
2012-10-01,2012-10,2012,2012Q4,National excluding Dublin - houses,National excluding Dublin,Houses,-0.4,-10.5,-0.8,86.8
2012-10-01,2012-10,2012,2012Q4,South Dublin - houses,South Dublin,Houses,1.3,-8.2,1.0,67.4
2012-10-01,2012-10,2012,2012Q4,South-East - houses,South-East,Houses,0.2,-12.3,-2.0,83.5
2012-10-01,2012-10,2012,2012Q4,South-West - houses,South-West,Houses,-0.3,-11.4,-0.6,84.1
2012-10-01,2012-10,2012,2012Q4,West - houses,West,Houses,-1.2,-15.6,-3.3,98.6
2012-11-01,2012-11,2012,2012Q4,Border - houses,Border,Houses,-2.4,-14.0,-5.2,97.6
2012-11-01,2012-11,2012,2012Q4,Dublin - all residential properties,Dublin,All residential,0.6,0.5,2.7,69.2
2012-11-01,2012-11,2012,2012Q4,Dublin - apartments,Dublin,Apartments,0.0,-8.9,3.1,68.7
2012-11-01,2012-11,2012,2012Q4,Dublin - houses,Dublin,Houses,0.8,1.8,2.8,69.3
2012-11-01,2012-11,2012,2012Q4,Dublin City - houses,Dublin City,Houses,1.5,-1.8,4.3,64.3
2012-11-01,2012-11,2012,2012Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.7,8.0,6.6,70.9
2012-11-01,2012-11,2012,2012Q4,Fingal - houses,Fingal,Houses,0.8,-2.4,2.9,71.5
2012-11-01,2012-11,2012,2012Q4,Mid-East - houses,Mid-East,Houses,0.6,-6.0,2.5,75.1
2012-11-01,2012-11,2012,2012Q4,Mid-West - houses,Mid-West,Houses,-1.1,-9.6,-2.3,99.6
2012-11-01,2012-11,2012,2012Q4,Midland - houses,Midland,Houses,-2.0,-12.5,-2.1,88.2
2012-11-01,2012-11,2012,2012Q4,National - all residential properties,National,All residential,-0.4,-5.0,0.8,76.3
2012-11-01,2012-11,2012,2012Q4,National - apartments,National,Apartments,0.5,-8.1,3.1,70.5
2012-11-01,2012-11,2012,2012Q4,National - houses,National,Houses,-0.4,-5.0,0.5,76.8
2012-11-01,2012-11,2012,2012Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-1.3,-10.0,-1.2,85.6
2012-11-01,2012-11,2012,2012Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.3,4.3,3.4,85.2
2012-11-01,2012-11,2012,2012Q4,National excluding Dublin - houses,National excluding Dublin,Houses,-1.4,-10.6,-1.5,85.6
2012-11-01,2012-11,2012,2012Q4,South Dublin - houses,South Dublin,Houses,1.5,-5.1,2.9,68.4
2012-11-01,2012-11,2012,2012Q4,South-East - houses,South-East,Houses,-1.4,-12.1,-3.0,82.4
2012-11-01,2012-11,2012,2012Q4,South-West - houses,South-West,Houses,-0.8,-10.8,-0.3,83.5
2012-11-01,2012-11,2012,2012Q4,West - houses,West,Houses,-1.4,-16.4,-2.7,97.2
2012-12-01,2012-12,2012,2012Q4,Border - houses,Border,Houses,-1.6,-15.7,-3.8,96.1
2012-12-01,2012-12,2012,2012Q4,Dublin - all residential properties,Dublin,All residential,1.2,3.6,2.7,70.0
2012-12-01,2012-12,2012,2012Q4,Dublin - apartments,Dublin,Apartments,0.3,-7.3,2.1,69.0
2012-12-01,2012-12,2012,2012Q4,Dublin - houses,Dublin,Houses,1.4,5.2,3.0,70.3
2012-12-01,2012-12,2012,2012Q4,Dublin City - houses,Dublin City,Houses,2.6,2.1,4.8,66.0
2012-12-01,2012-12,2012,2012Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.5,12.5,6.2,71.9
2012-12-01,2012-12,2012,2012Q4,Fingal - houses,Fingal,Houses,0.3,1.0,2.1,71.7
2012-12-01,2012-12,2012,2012Q4,Mid-East - houses,Mid-East,Houses,1.1,-2.9,2.6,75.9
2012-12-01,2012-12,2012,2012Q4,Mid-West - houses,Mid-West,Houses,-2.2,-11.8,-4.2,97.5
2012-12-01,2012-12,2012,2012Q4,Midland - houses,Midland,Houses,-1.0,-9.8,-4.9,87.3
2012-12-01,2012-12,2012,2012Q4,National - all residential properties,National,All residential,0.4,-3.2,0.4,76.6
2012-12-01,2012-12,2012,2012Q4,National - apartments,National,Apartments,0.7,-6.5,2.6,71.0
2012-12-01,2012-12,2012,2012Q4,National - houses,National,Houses,0.5,-2.8,0.3,77.1
2012-12-01,2012-12,2012,2012Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.4,-9.2,-2.0,85.3
2012-12-01,2012-12,2012,2012Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.4,0.2,1.5,85.6
2012-12-01,2012-12,2012,2012Q4,National excluding Dublin - houses,National excluding Dublin,Houses,-0.4,-9.5,-2.2,85.2
2012-12-01,2012-12,2012,2012Q4,South Dublin - houses,South Dublin,Houses,1.6,-1.5,4.5,69.6
2012-12-01,2012-12,2012,2012Q4,South-East - houses,South-East,Houses,-0.4,-10.8,-1.6,82.0
2012-12-01,2012-12,2012,2012Q4,South-West - houses,South-West,Houses,0.3,-8.6,-0.7,83.7
2012-12-01,2012-12,2012,2012Q4,West - houses,West,Houses,-1.2,-16.0,-3.6,96.1
2013-01-01,2013-01,2013,2013Q1,Border - houses,Border,Houses,-5.7,-19.1,-9.4,90.6
2013-01-01,2013-01,2013,2013Q1,Dublin - all residential properties,Dublin,All residential,-0.9,4.5,0.9,69.4
2013-01-01,2013-01,2013,2013Q1,Dublin - apartments,Dublin,Apartments,1.0,-3.9,1.3,69.6
2013-01-01,2013-01,2013,2013Q1,Dublin - houses,Dublin,Houses,-1.2,5.8,0.9,69.5
2013-01-01,2013-01,2013,2013Q1,Dublin City - houses,Dublin City,Houses,-0.4,5.1,3.7,65.7
2013-01-01,2013-01,2013,2013Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.4,14.1,4.7,73.0
2013-01-01,2013-01,2013,2013Q1,Fingal - houses,Fingal,Houses,-0.9,1.7,0.2,71.1
2013-01-01,2013-01,2013,2013Q1,Mid-East - houses,Mid-East,Houses,-1.6,-1.8,0.1,74.7
2013-01-01,2013-01,2013,2013Q1,Mid-West - houses,Mid-West,Houses,-1.8,-13.2,-4.9,95.7
2013-01-01,2013-01,2013,2013Q1,Midland - houses,Midland,Houses,-2.4,-11.4,-5.4,85.2
2013-01-01,2013-01,2013,2013Q1,National - all residential properties,National,All residential,-1.8,-3.3,-1.8,75.2
2013-01-01,2013-01,2013,2013Q1,National - apartments,National,Apartments,1.3,-3.5,2.5,71.9
2013-01-01,2013-01,2013,2013Q1,National - houses,National,Houses,-2.1,-3.3,-2.1,75.5
2013-01-01,2013-01,2013,2013Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-2.8,-10.4,-4.5,82.9
2013-01-01,2013-01,2013,2013Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,1.6,-0.5,2.4,87.0
2013-01-01,2013-01,2013,2013Q1,National excluding Dublin - houses,National excluding Dublin,Houses,-3.0,-10.7,-4.8,82.7
2013-01-01,2013-01,2013,2013Q1,South Dublin - houses,South Dublin,Houses,-0.4,1.1,2.7,69.3
2013-01-01,2013-01,2013,2013Q1,South-East - houses,South-East,Houses,-1.7,-11.3,-3.4,80.7
2013-01-01,2013-01,2013,2013Q1,South-West - houses,South-West,Houses,0.0,-8.1,-0.5,83.7
2013-01-01,2013-01,2013,2013Q1,West - houses,West,Houses,-4.0,-15.5,-6.4,92.3
2013-02-01,2013-02,2013,2013Q1,Border - houses,Border,Houses,-2.0,-17.7,-9.0,88.8
2013-02-01,2013-02,2013,2013Q1,Dublin - all residential properties,Dublin,All residential,-1.7,5.6,-1.4,68.2
2013-02-01,2013-02,2013,2013Q1,Dublin - apartments,Dublin,Apartments,-0.3,-0.4,1.0,69.4
2013-02-01,2013-02,2013,2013Q1,Dublin - houses,Dublin,Houses,-1.9,6.4,-1.7,68.2
2013-02-01,2013-02,2013,2013Q1,Dublin City - houses,Dublin City,Houses,-0.8,7.6,1.4,65.2
2013-02-01,2013-02,2013,2013Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.8,14.4,2.1,72.4
2013-02-01,2013-02,2013,2013Q1,Fingal - houses,Fingal,Houses,-0.5,3.7,-1.1,70.7
2013-02-01,2013-02,2013,2013Q1,Mid-East - houses,Mid-East,Houses,1.0,1.4,0.5,75.5
2013-02-01,2013-02,2013,2013Q1,Mid-West - houses,Mid-West,Houses,-0.6,-12.1,-4.5,95.2
2013-02-01,2013-02,2013,2013Q1,Midland - houses,Midland,Houses,-0.3,-10.2,-3.7,84.9
2013-02-01,2013-02,2013,2013Q1,National - all residential properties,National,All residential,-1.1,-2.2,-2.5,74.4
2013-02-01,2013-02,2013,2013Q1,National - apartments,National,Apartments,0.4,-1.0,2.5,72.2
2013-02-01,2013-02,2013,2013Q1,National - houses,National,Houses,-1.2,-2.2,-2.9,74.6
2013-02-01,2013-02,2013,2013Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.5,-9.1,-3.6,82.5
2013-02-01,2013-02,2013,2013Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.7,-2.7,2.8,87.6
2013-02-01,2013-02,2013,2013Q1,National excluding Dublin - houses,National excluding Dublin,Houses,-0.5,-9.3,-3.9,82.2
2013-02-01,2013-02,2013,2013Q1,South Dublin - houses,South Dublin,Houses,0.7,4.5,1.9,69.8
2013-02-01,2013-02,2013,2013Q1,South-East - houses,South-East,Houses,-2.3,-10.8,-4.3,78.8
2013-02-01,2013-02,2013,2013Q1,South-West - houses,South-West,Houses,-1.2,-8.3,-0.9,82.7
2013-02-01,2013-02,2013,2013Q1,West - houses,West,Houses,-1.1,-15.2,-6.1,91.3
2013-03-01,2013-03,2013,2013Q1,Border - houses,Border,Houses,-2.4,-22.8,-9.8,86.7
2013-03-01,2013-03,2013,2013Q1,Dublin - all residential properties,Dublin,All residential,-0.6,4.3,-3.1,67.8
2013-03-01,2013-03,2013,2013Q1,Dublin - apartments,Dublin,Apartments,-0.4,2.8,0.3,69.2
2013-03-01,2013-03,2013,2013Q1,Dublin - houses,Dublin,Houses,-0.6,4.4,-3.6,67.8
2013-03-01,2013-03,2013,2013Q1,Dublin City - houses,Dublin City,Houses,0.7,9.7,-0.6,65.6
2013-03-01,2013-03,2013,2013Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.5,12.7,0.1,72.0
2013-03-01,2013-03,2013,2013Q1,Fingal - houses,Fingal,Houses,-1.5,0.7,-2.9,69.7
2013-03-01,2013-03,2013,2013Q1,Mid-East - houses,Mid-East,Houses,-1.7,0.5,-2.3,74.2
2013-03-01,2013-03,2013,2013Q1,Mid-West - houses,Mid-West,Houses,-4.0,-14.8,-6.3,91.3
2013-03-01,2013-03,2013,2013Q1,Midland - houses,Midland,Houses,-3.8,-15.4,-6.4,81.7
2013-03-01,2013-03,2013,2013Q1,National - all residential properties,National,All residential,-1.3,-4.0,-4.2,73.4
2013-03-01,2013-03,2013,2013Q1,National - apartments,National,Apartments,-0.2,1.2,1.5,72.0
2013-03-01,2013-03,2013,2013Q1,National - houses,National,Houses,-1.4,-4.4,-4.6,73.6
2013-03-01,2013-03,2013,2013Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-2.2,-11.4,-5.4,80.7
2013-03-01,2013-03,2013,2013Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,-2.3,-5.1,0.0,85.6
2013-03-01,2013-03,2013,2013Q1,National excluding Dublin - houses,National excluding Dublin,Houses,-2.1,-11.6,-5.6,80.5
2013-03-01,2013-03,2013,2013Q1,South Dublin - houses,South Dublin,Houses,-0.4,5.2,-0.1,69.5
2013-03-01,2013-03,2013,2013Q1,South-East - houses,South-East,Houses,-0.4,-11.2,-4.3,78.5
2013-03-01,2013-03,2013,2013Q1,South-West - houses,South-West,Houses,-2.0,-8.7,-3.2,81.1
2013-03-01,2013-03,2013,2013Q1,West - houses,West,Houses,1.3,-13.9,-3.8,92.4
2013-04-01,2013-04,2013,2013Q2,Border - houses,Border,Houses,1.1,-21.2,-3.2,87.7
2013-04-01,2013-04,2013,2013Q2,Dublin - all residential properties,Dublin,All residential,1.1,5.8,-1.2,68.6
2013-04-01,2013-04,2013,2013Q2,Dublin - apartments,Dublin,Apartments,-0.2,3.4,-0.9,69.0
2013-04-01,2013-04,2013,2013Q2,Dublin - houses,Dublin,Houses,1.3,6.2,-1.2,68.6
2013-04-01,2013-04,2013,2013Q2,Dublin City - houses,Dublin City,Houses,-0.4,9.6,-0.6,65.4
2013-04-01,2013-04,2013,2013Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.8,15.4,-0.6,72.5
2013-04-01,2013-04,2013,2013Q2,Fingal - houses,Fingal,Houses,2.3,3.5,0.2,71.2
2013-04-01,2013-04,2013,2013Q2,Mid-East - houses,Mid-East,Houses,-1.1,1.9,-1.8,73.4
2013-04-01,2013-04,2013,2013Q2,Mid-West - houses,Mid-West,Houses,-3.8,-15.9,-8.2,87.9
2013-04-01,2013-04,2013,2013Q2,Midland - houses,Midland,Houses,1.7,-13.8,-2.5,83.1
