date,period,series,region,property_type,index,pct_1m,pct_3m,pct_12m
2007-10-01,2007-10,Dublin - apartments,Dublin,Apartments,176.0,-0.5,-1.4,-2.0
2007-10-01,2007-10,Dublin - houses,Dublin,Houses,153.7,0.2,0.2,-0.3
2007-10-01,2007-10,National - all residential properties,National,All residential,162.4,-0.3,-0.5,1.9
2007-10-01,2007-10,National - apartments,National,Apartments,186.5,-0.3,-1.2,-0.2
2007-10-01,2007-10,National - houses,National,Houses,158.7,-0.3,-0.4,2.3
2007-10-01,2007-10,National excluding Dublin - all residential properties,National excluding Dublin,All residential,182.1,-0.5,-0.5,3.5
2007-10-01,2007-10,National excluding Dublin - apartments,National excluding Dublin,Apartments,238.3,0.4,0.4,2.1
2007-10-01,2007-10,National excluding Dublin - houses,National excluding Dublin,Houses,179.0,-0.6,-0.7,3.6
2007-11-01,2007-11,Dublin - all residential properties,Dublin,All residential,156.6,-0.9,-0.7,-1.3
2007-11-01,2007-11,Dublin - apartments,Dublin,Apartments,174.3,-1.0,-2.3,-3.4
2007-11-01,2007-11,Dublin - houses,Dublin,Houses,152.4,-0.8,0.1,-0.6
2007-11-01,2007-11,National - all residential properties,National,All residential,162.3,0.0,-0.3,1.9
2007-11-01,2007-11,National - apartments,National,Apartments,185.4,-0.6,-1.5,-1.3
2007-11-01,2007-11,National - houses,National,Houses,158.8,0.0,-0.1,2.3
2007-11-01,2007-11,National excluding Dublin - all residential properties,National excluding Dublin,All residential,182.8,0.4,-0.1,3.7
2007-11-01,2007-11,National excluding Dublin - apartments,National excluding Dublin,Apartments,239.3,0.4,0.8,2.9
2007-11-01,2007-11,National excluding Dublin - houses,National excluding Dublin,Houses,179.7,0.4,-0.2,3.7
2007-12-01,2007-12,Dublin - all residential properties,Dublin,All residential,154.6,-1.3,-2.1,-2.7
2007-12-01,2007-12,Dublin - apartments,Dublin,Apartments,176.1,1.0,-0.4,-2.9
2007-12-01,2007-12,Dublin - houses,Dublin,Houses,149.0,-2.2,-2.8,-2.9
2007-12-01,2007-12,National - all residential properties,National,All residential,161.4,-0.6,-0.9,0.5
2007-12-01,2007-12,National - apartments,National,Apartments,185.6,0.1,-0.8,-1.8
2007-12-01,2007-12,National - houses,National,Houses,157.6,-0.7,-1.0,0.7
2007-12-01,2007-12,National excluding Dublin - all residential properties,National excluding Dublin,All residential,182.5,-0.2,-0.3,2.3
2007-12-01,2007-12,National excluding Dublin - apartments,National excluding Dublin,Apartments,237.0,-1.0,-0.1,1.7
2007-12-01,2007-12,National excluding Dublin - houses,National excluding Dublin,Houses,179.5,-0.1,-0.3,2.3
2008-01-01,2008-01,Dublin - all residential properties,Dublin,All residential,151.1,-2.3,-4.4,-5.1
2008-01-01,2008-01,Dublin - apartments,Dublin,Apartments,175.6,-0.3,-0.3,-4.2
2008-01-01,2008-01,Dublin - houses,Dublin,Houses,144.5,-3.0,-6.0,-5.5
2008-01-01,2008-01,National - all residential properties,National,All residential,160.0,-0.9,-1.5,-1.2
2008-01-01,2008-01,National - apartments,National,Apartments,184.1,-0.8,-1.3,-3.6
2008-01-01,2008-01,National - houses,National,Houses,156.3,-0.8,-1.5,-0.9
2008-01-01,2008-01,National excluding Dublin - all residential properties,National excluding Dublin,All residential,182.2,-0.2,0.0,0.9
2008-01-01,2008-01,National excluding Dublin - apartments,National excluding Dublin,Apartments,232.3,-2.0,-2.6,-1.4
2008-01-01,2008-01,National excluding Dublin - houses,National excluding Dublin,Houses,179.6,0.0,0.3,1.1
2008-02-01,2008-02,Dublin - all residential properties,Dublin,All residential,150.2,-0.6,-4.1,-6.1
2008-02-01,2008-02,Dublin - apartments,Dublin,Apartments,176.4,0.5,1.2,-4.7
2008-02-01,2008-02,Dublin - houses,Dublin,Houses,143.1,-1.0,-6.1,-6.7
2008-02-01,2008-02,National - all residential properties,National,All residential,158.6,-0.9,-2.3,-2.5
2008-02-01,2008-02,National - apartments,National,Apartments,183.4,-0.4,-1.1,-4.6
2008-02-01,2008-02,National - houses,National,Houses,154.8,-1.0,-2.5,-2.2
2008-02-01,2008-02,National excluding Dublin - all residential properties,National excluding Dublin,All residential,180.3,-1.0,-1.4,-0.6
2008-02-01,2008-02,National excluding Dublin - apartments,National excluding Dublin,Apartments,227.7,-2.0,-4.9,-3.6
2008-02-01,2008-02,National excluding Dublin - houses,National excluding Dublin,Houses,178.0,-0.9,-1.0,-0.3
2008-03-01,2008-03,Dublin - all residential properties,Dublin,All residential,149.5,-0.5,-3.3,-5.7
2008-03-01,2008-03,Dublin - apartments,Dublin,Apartments,176.0,-0.2,0.0,-3.1
2008-03-01,2008-03,Dublin - houses,Dublin,Houses,142.4,-0.5,-4.5,-6.8
2008-03-01,2008-03,National - all residential properties,National,All residential,157.3,-0.8,-2.6,-3.5
2008-03-01,2008-03,National - apartments,National,Apartments,183.3,0.0,-1.2,-4.0
2008-03-01,2008-03,National - houses,National,Houses,153.2,-1.1,-2.8,-3.6
2008-03-01,2008-03,National excluding Dublin - all residential properties,National excluding Dublin,All residential,178.5,-1.0,-2.2,-2.3
2008-03-01,2008-03,National excluding Dublin - apartments,National excluding Dublin,Apartments,229.1,0.6,-3.4,-3.3
2008-03-01,2008-03,National excluding Dublin - houses,National excluding Dublin,Houses,175.8,-1.2,-2.1,-2.2
2008-04-01,2008-04,Dublin - all residential properties,Dublin,All residential,149.5,0.0,-1.1,-5.9
2008-04-01,2008-04,Dublin - apartments,Dublin,Apartments,173.6,-1.4,-1.1,-2.5
2008-04-01,2008-04,Dublin - houses,Dublin,Houses,143.6,0.9,-0.6,-7.2
2008-04-01,2008-04,National - all residential properties,National,All residential,155.9,-0.9,-2.6,-4.7
2008-04-01,2008-04,National - apartments,National,Apartments,181.1,-1.2,-1.6,-4.4
2008-04-01,2008-04,National - houses,National,Houses,152.1,-0.7,-2.7,-4.9
2008-04-01,2008-04,National excluding Dublin - all residential properties,National excluding Dublin,All residential,176.3,-1.3,-3.2,-4.0
2008-04-01,2008-04,National excluding Dublin - apartments,National excluding Dublin,Apartments,225.4,-1.6,-3.0,-5.5
2008-04-01,2008-04,National excluding Dublin - houses,National excluding Dublin,Houses,173.7,-1.2,-3.3,-3.9
2008-05-01,2008-05,Dublin - all residential properties,Dublin,All residential,149.5,0.0,-0.5,-4.9
2008-05-01,2008-05,Dublin - apartments,Dublin,Apartments,169.0,-2.6,-4.2,-5.9
2008-05-01,2008-05,Dublin - houses,Dublin,Houses,145.9,1.6,2.0,-3.8
2008-05-01,2008-05,National - all residential properties,National,All residential,154.2,-1.1,-2.8,-5.4
2008-05-01,2008-05,National - apartments,National,Apartments,177.6,-2.0,-3.2,-6.7
2008-05-01,2008-05,National - houses,National,Houses,151.0,-0.7,-2.5,-5.1
2008-05-01,2008-05,National excluding Dublin - all residential properties,National excluding Dublin,All residential,173.4,-1.6,-3.8,-5.6
2008-05-01,2008-05,National excluding Dublin - apartments,National excluding Dublin,Apartments,220.4,-2.2,-3.2,-7.9
2008-05-01,2008-05,National excluding Dublin - houses,National excluding Dublin,Houses,171.0,-1.5,-3.9,-5.4
2008-06-01,2008-06,Dublin - all residential properties,Dublin,All residential,148.1,-1.0,-1.0,-6.0
2008-06-01,2008-06,Dublin - apartments,Dublin,Apartments,164.8,-2.5,-6.4,-7.8
2008-06-01,2008-06,Dublin - houses,Dublin,Houses,145.6,-0.2,2.3,-4.4
2008-06-01,2008-06,National - all residential properties,National,All residential,152.7,-1.0,-2.9,-6.1
2008-06-01,2008-06,National - apartments,National,Apartments,175.0,-1.4,-4.5,-7.7
2008-06-01,2008-06,National - houses,National,Houses,149.7,-0.9,-2.3,-5.7
2008-06-01,2008-06,National excluding Dublin - all residential properties,National excluding Dublin,All residential,171.8,-1.0,-3.8,-6.1
2008-06-01,2008-06,National excluding Dublin - apartments,National excluding Dublin,Apartments,220.8,0.2,-3.6,-8.1
2008-06-01,2008-06,National excluding Dublin - houses,National excluding Dublin,Houses,169.1,-1.1,-3.8,-6.0
2008-07-01,2008-07,Dublin - all residential properties,Dublin,All residential,146.2,-1.2,-2.2,-7.7
2008-07-01,2008-07,Dublin - apartments,Dublin,Apartments,161.8,-1.8,-6.8,-9.4
2008-07-01,2008-07,Dublin - houses,Dublin,Houses,144.0,-1.2,0.2,-6.1
2008-07-01,2008-07,National - all residential properties,National,All residential,151.8,-0.6,-2.6,-6.9
2008-07-01,2008-07,National - apartments,National,Apartments,172.9,-1.2,-4.6,-8.4
2008-07-01,2008-07,National - houses,National,Houses,148.9,-0.5,-2.1,-6.6
2008-07-01,2008-07,National excluding Dublin - all residential properties,National excluding Dublin,All residential,171.3,-0.3,-2.8,-6.4
2008-07-01,2008-07,National excluding Dublin - apartments,National excluding Dublin,Apartments,220.7,-0.1,-2.1,-7.0
2008-07-01,2008-07,National excluding Dublin - houses,National excluding Dublin,Houses,168.5,-0.3,-3.0,-6.5
2008-08-01,2008-08,Dublin - all residential properties,Dublin,All residential,144.2,-1.4,-3.6,-8.6
2008-08-01,2008-08,Dublin - apartments,Dublin,Apartments,158.7,-1.9,-6.1,-11.1
2008-08-01,2008-08,Dublin - houses,Dublin,Houses,142.1,-1.3,-2.6,-6.7
2008-08-01,2008-08,National - all residential properties,National,All residential,150.3,-1.0,-2.5,-7.7
2008-08-01,2008-08,National - apartments,National,Apartments,170.0,-1.7,-4.2,-9.7
2008-08-01,2008-08,National - houses,National,Houses,147.5,-0.9,-2.3,-7.2
2008-08-01,2008-08,National excluding Dublin - all residential properties,National excluding Dublin,All residential,169.9,-0.8,-2.1,-7.2
2008-08-01,2008-08,National excluding Dublin - apartments,National excluding Dublin,Apartments,218.2,-1.2,-1.0,-8.1
2008-08-01,2008-08,National excluding Dublin - houses,National excluding Dublin,Houses,167.2,-0.8,-2.2,-7.2
2008-09-01,2008-09,Dublin - all residential properties,Dublin,All residential,139.3,-3.4,-5.9,-11.8
2008-09-01,2008-09,Dublin - apartments,Dublin,Apartments,153.6,-3.2,-6.8,-13.1
2008-09-01,2008-09,Dublin - houses,Dublin,Houses,137.1,-3.5,-5.9,-10.5
2008-09-01,2008-09,National - all residential properties,National,All residential,148.3,-1.3,-2.9,-8.9
2008-09-01,2008-09,National - apartments,National,Apartments,166.9,-1.8,-4.6,-10.8
2008-09-01,2008-09,National - houses,National,Houses,145.7,-1.2,-2.7,-8.5
2008-09-01,2008-09,National excluding Dublin - all residential properties,National excluding Dublin,All residential,169.3,-0.3,-1.5,-7.5
2008-09-01,2008-09,National excluding Dublin - apartments,National excluding Dublin,Apartments,219.8,0.8,-0.5,-7.4
2008-09-01,2008-09,National excluding Dublin - houses,National excluding Dublin,Houses,166.4,-0.5,-1.6,-7.5
2008-10-01,2008-10,Dublin - all residential properties,Dublin,All residential,134.4,-3.5,-8.1,-14.9
2008-10-01,2008-10,Dublin - apartments,Dublin,Apartments,145.2,-5.5,-10.3,-17.5
2008-10-01,2008-10,Dublin - houses,Dublin,Houses,133.9,-2.4,-7.0,-12.9
2008-10-01,2008-10,National - all residential properties,National,All residential,145.1,-2.2,-4.5,-10.7
2008-10-01,2008-10,National - apartments,National,Apartments,160.6,-3.8,-7.1,-13.9
2008-10-01,2008-10,National - houses,National,Houses,143.3,-1.7,-3.8,-9.7
2008-10-01,2008-10,National excluding Dublin - all residential properties,National excluding Dublin,All residential,166.6,-1.6,-2.7,-8.5
2008-10-01,2008-10,National excluding Dublin - apartments,National excluding Dublin,Apartments,213.9,-2.7,-3.1,-10.3
2008-10-01,2008-10,National excluding Dublin - houses,National excluding Dublin,Houses,164.1,-1.4,-2.7,-8.4
2008-11-01,2008-11,Dublin - all residential properties,Dublin,All residential,130.6,-2.8,-9.4,-16.6
2008-11-01,2008-11,Dublin - apartments,Dublin,Apartments,139.9,-3.6,-11.8,-19.7
2008-11-01,2008-11,Dublin - houses,Dublin,Houses,130.5,-2.6,-8.1,-14.4
2008-11-01,2008-11,National - all residential properties,National,All residential,142.5,-1.8,-5.2,-12.2
2008-11-01,2008-11,National - apartments,National,Apartments,155.8,-3.0,-8.4,-16.0
2008-11-01,2008-11,National - houses,National,Houses,141.1,-1.6,-4.4,-11.2
2008-11-01,2008-11,National excluding Dublin - all residential properties,National excluding Dublin,All residential,164.4,-1.3,-3.2,-10.1
2008-11-01,2008-11,National excluding Dublin - apartments,National excluding Dublin,Apartments,209.3,-2.1,-4.0,-12.5
2008-11-01,2008-11,National excluding Dublin - houses,National excluding Dublin,Houses,162.1,-1.2,-3.1,-9.8
2008-12-01,2008-12,Dublin - all residential properties,Dublin,All residential,128.0,-2.0,-8.1,-17.2
2008-12-01,2008-12,Dublin - apartments,Dublin,Apartments,136.6,-2.4,-11.1,-22.4
2008-12-01,2008-12,Dublin - houses,Dublin,Houses,127.6,-2.2,-6.9,-14.4
2008-12-01,2008-12,National - all residential properties,National,All residential,139.8,-1.9,-5.8,-13.4
2008-12-01,2008-12,National - apartments,National,Apartments,152.0,-2.4,-9.0,-18.1
2008-12-01,2008-12,National - houses,National,Houses,138.3,-2.0,-5.1,-12.2
2008-12-01,2008-12,National excluding Dublin - all residential properties,National excluding Dublin,All residential,161.3,-1.8,-4.7,-11.6
2008-12-01,2008-12,National excluding Dublin - apartments,National excluding Dublin,Apartments,206.0,-1.6,-6.3,-13.1
2008-12-01,2008-12,National excluding Dublin - houses,National excluding Dublin,Houses,159.0,-1.9,-4.4,-11.4
2009-01-01,2009-01,Dublin - all residential properties,Dublin,All residential,124.4,-2.8,-7.5,-17.7
2009-01-01,2009-01,Dublin - apartments,Dublin,Apartments,133.8,-2.0,-7.9,-23.8
2009-01-01,2009-01,Dublin - houses,Dublin,Houses,123.3,-3.4,-7.9,-14.7
2009-01-01,2009-01,National - all residential properties,National,All residential,136.2,-2.6,-6.1,-14.9
2009-01-01,2009-01,National - apartments,National,Apartments,146.9,-3.3,-8.5,-20.2
2009-01-01,2009-01,National - houses,National,Houses,134.9,-2.5,-5.9,-13.7
2009-01-01,2009-01,National excluding Dublin - all residential properties,National excluding Dublin,All residential,157.4,-2.4,-5.5,-13.6
2009-01-01,2009-01,National excluding Dublin - apartments,National excluding Dublin,Apartments,194.0,-5.8,-9.3,-16.5
2009-01-01,2009-01,National excluding Dublin - houses,National excluding Dublin,Houses,155.7,-2.1,-5.1,-13.3
2009-02-01,2009-02,Dublin - all residential properties,Dublin,All residential,118.9,-4.4,-9.0,-20.9
2009-02-01,2009-02,Dublin - apartments,Dublin,Apartments,128.4,-4.1,-8.3,-27.2
2009-02-01,2009-02,Dublin - houses,Dublin,Houses,117.7,-4.5,-9.8,-17.8
2009-02-01,2009-02,National - all residential properties,National,All residential,132.3,-2.8,-7.1,-16.6
2009-02-01,2009-02,National - apartments,National,Apartments,141.7,-3.6,-9.1,-22.8
2009-02-01,2009-02,National - houses,National,Houses,131.2,-2.7,-7.0,-15.2
2009-02-01,2009-02,National excluding Dublin - all residential properties,National excluding Dublin,All residential,154.2,-2.1,-6.2,-14.5
2009-02-01,2009-02,National excluding Dublin - apartments,National excluding Dublin,Apartments,189.5,-2.3,-9.4,-16.7
2009-02-01,2009-02,National excluding Dublin - houses,National excluding Dublin,Houses,152.4,-2.1,-6.0,-14.4
2009-03-01,2009-03,Dublin - all residential properties,Dublin,All residential,114.5,-3.7,-10.5,-23.4
2009-03-01,2009-03,Dublin - apartments,Dublin,Apartments,124.5,-3.0,-8.8,-29.3
2009-03-01,2009-03,Dublin - houses,Dublin,Houses,113.0,-4.0,-11.5,-20.7
2009-03-01,2009-03,National - all residential properties,National,All residential,128.9,-2.6,-7.8,-18.0
2009-03-01,2009-03,National - apartments,National,Apartments,137.7,-2.8,-9.4,-24.9
2009-03-01,2009-03,National - houses,National,Houses,127.7,-2.7,-7.7,-16.6
2009-03-01,2009-03,National excluding Dublin - all residential properties,National excluding Dublin,All residential,151.0,-2.0,-6.4,-15.4
2009-03-01,2009-03,National excluding Dublin - apartments,National excluding Dublin,Apartments,188.2,-0.7,-8.6,-17.8
2009-03-01,2009-03,National excluding Dublin - houses,National excluding Dublin,Houses,149.0,-2.2,-6.3,-15.2
2009-04-01,2009-04,Dublin - all residential properties,Dublin,All residential,110.1,-3.8,-11.4,-26.3
2009-04-01,2009-04,Dublin - apartments,Dublin,Apartments,121.0,-2.8,-9.6,-30.3
2009-04-01,2009-04,Dublin - houses,Dublin,Houses,108.2,-4.2,-12.2,-24.7
2009-04-01,2009-04,National - all residential properties,National,All residential,126.0,-2.3,-7.5,-19.2
2009-04-01,2009-04,National - apartments,National,Apartments,132.7,-3.6,-9.7,-26.7
2009-04-01,2009-04,National - houses,National,Houses,125.1,-2.1,-7.3,-17.8
2009-04-01,2009-04,National excluding Dublin - all residential properties,National excluding Dublin,All residential,148.6,-1.6,-5.6,-15.7
2009-04-01,2009-04,National excluding Dublin - apartments,National excluding Dublin,Apartments,179.1,-4.9,-7.7,-20.5
2009-04-01,2009-04,National excluding Dublin - houses,National excluding Dublin,Houses,147.0,-1.3,-5.5,-15.3
2009-05-01,2009-05,Dublin - all residential properties,Dublin,All residential,107.7,-2.2,-9.4,-28.0
2009-05-01,2009-05,Dublin - apartments,Dublin,Apartments,119.6,-1.2,-6.9,-29.3
2009-05-01,2009-05,Dublin - houses,Dublin,Houses,105.0,-2.9,-10.8,-28.0
2009-05-01,2009-05,National - all residential properties,National,All residential,123.1,-2.3,-7.0,-20.2
2009-05-01,2009-05,National - apartments,National,Apartments,129.3,-2.6,-8.7,-27.2
2009-05-01,2009-05,National - houses,National,Houses,122.1,-2.4,-7.0,-19.2
2009-05-01,2009-05,National excluding Dublin - all residential properties,National excluding Dublin,All residential,145.1,-2.3,-5.9,-16.3
2009-05-01,2009-05,National excluding Dublin - apartments,National excluding Dublin,Apartments,171.9,-4.0,-9.3,-22.0
2009-05-01,2009-05,National excluding Dublin - houses,National excluding Dublin,Houses,143.8,-2.2,-5.7,-15.9
2009-06-01,2009-06,Dublin - all residential properties,Dublin,All residential,106.4,-1.2,-7.0,-28.1
